Id,Label,timeset,twitter_type,lat,lng,place_country,place_type,place_fullname,place_name,created_at,lang,possibly_sensitive,quoted_status_permalink,description,email,profile_image,friends_count,followers_count,real_name,location,emoji_alias,emoji_html_decimal,emoji_utf8
1259627028480811008,Alguien sabe si rappi me puede traer 1 tlacoyo???,<[2020-05-10T23:31:06.135Z]>,Tweet,,,,,,,Sun May 10 18:31:00 COT 2020,es,FALSE,,,,,,,,,,,
@airanni_15,@airanni_15,<[2020-05-10T23:31:06.135Z]>,User,,,,,,,Sat Aug 28 17:57:56 COT 2010,,,,"♡ Ataraxiada, limerenciada, inmarcesible ♡ Lo único constante en la vida, es el cambio. Tó ζῶον πολιτικóv. Existir es resistir; lo vamos a tirar 💚",,http://pbs.twimg.com/profile_images/1257577127802597376/YJhNvYKu_bigger.jpg,163,444,airani ☕️,Ciudad de México,,,
1259627042569687041,"RT @DonBarbado: Quería sorprender a mi mamá el día de hoy y gracias a #Rappi lo conseguí, quedó muy sorprendida porque no llegó el pedido y…",<[2020-05-10T23:31:09.539Z]>,Tweet,,,,,,,Sun May 10 18:31:04 COT 2020,es,FALSE,,,,,,,,,,,
@unkoala28,@unkoala28,<[2020-05-10T23:31:09.539Z]>,User,,,,,,,Sun Aug 23 23:53:45 COT 2009,,,,"Publicista ✏️💡
Diseñadora Gráfica 🎨
Me gusta la fotografía 📷 
Amo salir a rodar 🛵
No se tome nada personal; es más no pierda el tiempo leyendo mis bobadas.",,http://pbs.twimg.com/profile_images/1247767926200926208/8dfShMDI_bigger.jpg,432,391,UnKoala,Medellín,,,
1259627042070581248,"RT @DonLuisEduardo: -Se cayó #Rappi...
-... https://t.co/0lzVahRN4M",<[2020-05-10T23:31:09.853Z]>,Tweet,,,,,,,Sun May 10 18:31:04 COT 2020,es,FALSE,,,,,,,,,,,
1259627053177077761,"@Pelicolombianas #Rappi es un asco, no exige protocolos para manejo de alimentos ni supervisa los mismos, estaba viendo hace un rato, un rappitendero empacando un pedido de una pollería y tenía la maleta esa donde empacan ¡en el suelo de la calle!! 🤦",<[2020-05-10T23:31:12.171Z]>,Tweet,,,,,,,Sun May 10 18:31:06 COT 2020,es,FALSE,,,,,,,,,,,
@tommischa,@tommischa,<[2020-05-10T23:31:12.171Z]>,User,,,,,,,Sat Aug 22 01:15:32 COT 2015,,,,,,http://pbs.twimg.com/profile_images/1250616546055118850/GHG8JyoK_bigger.jpg,138,21,Gato Tom,,,,
1259627059594375168,Que calificación le da usted a la aplicación de domicilios #Rappi?,"<[2020-05-10T23:31:13.708Z, 2020-05-10T23:31:50.485Z]>",Tweet,,,,,,,Sun May 10 18:31:08 COT 2020,es,FALSE,,,,,,,,,,,
@noticias_24_,@noticias_24_,"<[2020-05-10T23:31:13.708Z, 2020-05-10T23:31:50.484Z, 2020-05-10T23:31:50.485Z]>",User,,,,,,,Tue Mar 31 21:25:30 COT 2020,,,,"La objetividad en la noticia, sin inclinaciones políticas ni ideológicas. Noticias en tiempo real. Red independiente.",,http://pbs.twimg.com/profile_images/1255712289984000011/0ygTO780_bigger.jpg,191,161,Noticias 24/7 🆕,,,,
1259627074823892994,@RappiColombia lo lograste y no de una manera positiva te cagaste en el #DiaDeLaMadre de muchos... que mal #Rappi eso es para que sol se preocupen con quedase con el 30% de la venta e inundar las ciudades con Rappitenderos cont...,<[2020-05-10T23:31:17.167Z]>,Tweet,,,,,,,Sun May 10 18:31:12 COT 2020,es,FALSE,https://twitter.com/malejanino/status/1259617263025565702,,,,,,,,,,
@juanromero88,@juanromero88,"<[2020-05-10T23:31:17.167Z, 2020-05-10T23:31:18.009Z, 2020-05-10T23:31:18.270Z, 2020-05-10T23:44:09.636Z, 2020-05-10T23:44:10.073Z, 2020-05-10T23:44:10.528Z, 2020-05-10T23:44:11.261Z]>",User,,,,,,,Tue May 25 08:10:44 COT 2010,,,,Simples opiniones,,http://pbs.twimg.com/profile_images/843590490691977216/QwMGkS7h_bigger.jpg,404,200,Juan C. Romero,Colombia,,,
1259627077424287745,Sigue... los unicornios son de cuentos de hadas y hoy el unicornio colombiano fallo... de no creer... y particularmente no me parece bien porque es un caso que admiro.. pero queda claro que el afán de #Rappi hace cont...,<[2020-05-10T23:31:18.009Z]>,Tweet,,,,,,,Sun May 10 18:31:12 COT 2020,es,FALSE,,,,,,,,,,,
1259627079219511299,Sigue... hace mucho cambió. Le bajo al motor de la tecnología y le bajo al motor del acceso a mercado a nuevos comercios. Se volvió solo una increíble máquina de cobros con un cada vez más deteriorado servicio #Rappi #RappiMalServicio,<[2020-05-10T23:31:18.270Z]>,Tweet,,,,,,,Sun May 10 18:31:13 COT 2020,es,FALSE,,,,,,,,,,,
1259627090003079171,RT @_katt_mo: los que pidieron comida por #Rappi el día de hoy https://t.co/g6HEz5ePfz,<[2020-05-10T23:31:20.931Z]>,Tweet,,,,,,,Sun May 10 18:31:15 COT 2020,es,FALSE,,,,,,,,,,,
1259627107900145666,@Vilein11 @RappiColombia Me pasó lo mismo hace como 1 semana. Me contaron doble ( TDC y Rappi pay),<[2020-05-10T23:31:25.075Z]>,Tweet,,,,,,,Sun May 10 18:31:19 COT 2020,es,FALSE,,,,,,,,,,,
@danielmanriquev,@danielmanriquev,<[2020-05-10T23:31:25.075Z]>,User,,,,,,,Tue Sep 28 10:10:19 COT 2010,,,,,,http://pbs.twimg.com/profile_images/476863234033844224/iDor0ua2_bigger.jpeg,634,210,Daniel Manrique,,,,
@vilein11,@vilein11,<[2020-05-10T23:31:25.075Z]>,User,,,,,,,,,,,,,,,,,,,,
1259627111800856577,"RT @DonBarbado: Quería sorprender a mi mamá el día de hoy y gracias a #Rappi lo conseguí, quedó muy sorprendida porque no llegó el pedido y…",<[2020-05-10T23:31:26.001Z]>,Tweet,,,,,,,Sun May 10 18:31:20 COT 2020,es,FALSE,,,,,,,,,,,
@juank_garnica,@juank_garnica,<[2020-05-10T23:31:26.001Z]>,User,,,,,,,Tue Mar 22 20:04:19 COT 2011,,,,Periodista en @GolCaracol.,,http://pbs.twimg.com/profile_images/1185783945071333376/q0goOX82_bigger.jpg,1369,529,Juan Camilo Garnica,"Bogotá, Colombia",,,
1259627116372656128,"Bueno, de pronto el pedido por Rappi para mi mami llega el otro domingo jajajajajaja no voy a entrar en pánico.",<[2020-05-10T23:31:27.224Z]>,Tweet,,,,,,,Sun May 10 18:31:21 COT 2020,es,FALSE,,,,,,,,,,,
@krocuecag,@krocuecag,<[2020-05-10T23:31:27.224Z]>,User,,,,,,,Wed Aug 19 22:32:38 COT 2009,,,,"Jah love ♥

Siempre tengo una canción en mente🎶

Colombiana",,http://pbs.twimg.com/profile_images/1248832276546433024/X4Aey5TP_bigger.jpg,235,292,Caro Cueca,"Bogotá, D.C., Colombia",,,
1259627128158593033,RT @peludamaravilla: Qué delicia! Covid-19 a domicilio! #Rappi cero normas de bioseguridad! https://t.co/oZ2BQ2roxk,<[2020-05-10T23:31:29.890Z]>,Tweet,,,,,,,Sun May 10 18:31:24 COT 2020,es,FALSE,,,,,,,,,,,
1259627193958793218,RT @Karlaarcila: No tengo idea qué restaurantes tienen servicio de domicilio propios. ¿Hacemos un hilo? Ya que #Rappi colapsó. Recomienden…,<[2020-05-10T23:31:45.523Z]>,Tweet,,,,,,,Sun May 10 18:31:40 COT 2020,es,FALSE,,,,,,,,,,,
@maryro121,@maryro121,<[2020-05-10T23:31:45.523Z]>,User,,,,,,,Mon Jul 04 18:25:31 COT 2011,,,,,,http://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,291,114,Maria de los Angeles,colombia,,,
1259627206344609792,"Los que usan PedidosYA, Glovo, Rappi... son unos vagos de mierda
Cocina en casa.. tenes tiempo de sobra",<[2020-05-10T23:31:48.526Z]>,Tweet,,,,,,,Sun May 10 18:31:43 COT 2020,es,FALSE,,,,,,,,,,,
@batigoooll,@batigoooll,<[2020-05-10T23:31:48.526Z]>,User,,,,,,,Mon Dec 10 16:37:01 COT 2012,,,,Al final La verdad siempre resplandecera,,http://pbs.twimg.com/profile_images/1187199716695728130/YSg535nn_bigger.jpg,1588,6216,Cesar,The planet of the Apes,,,
1259627214750040065,RT @Noticias_24_: Que calificación le da usted a la aplicación de domicilios #Rappi?,<[2020-05-10T23:31:50.484Z]>,Tweet,,,,,,,Sun May 10 18:31:45 COT 2020,es,FALSE,,,,,,,,,,,
1259627238267510785,RT @Karlaarcila: No tengo idea qué restaurantes tienen servicio de domicilio propios. ¿Hacemos un hilo? Ya que #Rappi colapsó. Recomienden…,<[2020-05-10T23:31:56.102Z]>,Tweet,,,,,,,Sun May 10 18:31:51 COT 2020,es,FALSE,,,,,,,,,,,
@oscarfierroa,@oscarfierroa,<[2020-05-10T23:31:56.102Z]>,User,,,,,,,Mon May 17 22:28:59 COT 2010,,,,,,http://pbs.twimg.com/profile_images/1135320151186915328/6xlygyT4_bigger.jpg,449,117,Oscar Fierro Arias,Colombia,,,
1259627246500937731,RT @Jufo1: Esos de @RappiColombia se cagaron varias celebraciones el día de hoy. https://t.co/uE3LAITy6L,<[2020-05-10T23:31:58.357Z]>,Tweet,,,,,,,Sun May 10 18:31:52 COT 2020,es,FALSE,https://twitter.com/mianqp1/status/1259622757148622851,,,,,,,,,,
@david10_04,@david10_04,<[2020-05-10T23:31:58.357Z]>,User,,,,,,,Thu Sep 23 20:46:12 COT 2010,,,,Seguridad física.,,http://pbs.twimg.com/profile_images/1253467267876208644/qV36-sXm_bigger.jpg,2189,2980,Juan David,,,,
https://twitter.com/mianqp1/status/1259622757148622851,https://twitter.com/mianqp1/status/1259622757148622851,<[2020-05-10T23:31:58.357Z]>,Link,,,,,,,,,,,,,,,,,,,,
1259627248111452163,"RT @Fabianmendoza: Sres @FiscaliaCol aquí les dejo este  ansioso criminal, que amenaza la integridad de la vicepresidenta de la República @…",<[2020-05-10T23:31:58.515Z]>,Tweet,,,,,,,Sun May 10 18:31:53 COT 2020,es,FALSE,https://twitter.com/jrodrigoco/status/1259584211389943818,,,,,,,,,,
@juanhen44495017,@juanhen44495017,<[2020-05-10T23:31:58.515Z]>,User,,,,,,,Tue Dec 15 16:43:01 COT 2015,,,,"Uribista, de Derecha",,http://pbs.twimg.com/profile_images/1186794711207612416/KvseFsAe_bigger.jpg,5000,3107,Juan Henao,,,,
1259627264809013248,"RT @DonBarbado: Quería sorprender a mi mamá el día de hoy y gracias a #Rappi lo conseguí, quedó muy sorprendida porque no llegó el pedido y…",<[2020-05-10T23:32:02.453Z]>,Tweet,,,,,,,Sun May 10 18:31:57 COT 2020,es,FALSE,,,,,,,,,,,
@elizafa2104,@elizafa2104,"<[2020-05-10T23:32:02.453Z, 2020-05-10T23:33:55.435Z]>",User,,,,,,,Mon Apr 22 23:39:01 COT 2013,,,,,,http://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,423,592,elizabeth zamudio,,,,
1259627281095495680,"Cierra tu domingo con una copa de #Cu4troSoles rosado y enamórate de sus notas frescas.🥰
Pide a través de Rappi o por nuestra la tienda línea.
🛵 https://t.co/bO6rVUxu6Q
🚛 https://t.co/j4sIzjGymw
#QuédateEnCasa #LaMejorExperiencia https://t.co/iyiT1b8LUo",<[2020-05-10T23:32:06.754Z]>,Tweet,,,,,,,Sun May 10 18:32:01 COT 2020,es,FALSE,,,,,,,,,,,
@laeuropeamexico,@laeuropeamexico,<[2020-05-10T23:32:06.754Z]>,User,,,,,,,Tue May 22 18:35:04 COT 2012,,,,"Creadores de la mejor experiencia de compra en vinos, licores y productos gourmet en México desde 1953. Sólo para mayores de edad -Evite el exceso.",,http://pbs.twimg.com/profile_images/815649600606326784/qNB0Ta-7_bigger.jpg,1235,87918,LaEuropeaMexico,México,,,
#cu4trosoles,#cu4trosoles,<[2020-05-10T23:32:06.754Z]>,Hashtag,,,,,,,,,,,,,,,,,,,,
#quédateencasa,#quédateencasa,<[2020-05-10T23:32:06.754Z]>,Hashtag,,,,,,,,,,,,,,,,,,,,
#lamejorexperiencia,#lamejorexperiencia,<[2020-05-10T23:32:06.754Z]>,Hashtag,,,,,,,,,,,,,,,,,,,,
http://bit.ly/2n3KokK,http://bit.ly/2n3KokK,<[2020-05-10T23:32:06.754Z]>,Link,,,,,,,,,,,,,,,,,,,,
https://bit.ly/2VIDUpS,https://bit.ly/2VIDUpS,<[2020-05-10T23:32:06.754Z]>,Link,,,,,,,,,,,,,,,,,,,,
http://pbs.twimg.com/media/EXsYVhiXgAAl6jU.jpg,http://pbs.twimg.com/media/EXsYVhiXgAAl6jU.jpg,<[2020-05-10T23:32:06.754Z]>,Media,,,,,,,,,,,,,,,,,,,,
1259627285549772801,#Rappi @WRADIOCOLOMBlA Solicitamos su atención en este problema,<[2020-05-10T23:32:07.636Z]>,Tweet,,,,,,,Sun May 10 18:32:02 COT 2020,es,FALSE,,,,,,,,,,,
1259627303811919872,"RT @Fabianmendoza: Sres @FiscaliaCol aquí les dejo este  ansioso criminal, que amenaza la integridad de la vicepresidenta de la República @…",<[2020-05-10T23:32:11.735Z]>,Tweet,,,,,,,Sun May 10 18:32:06 COT 2020,es,FALSE,https://twitter.com/jrodrigoco/status/1259584211389943818,,,,,,,,,,
@santiagobotero,@santiagobotero,<[2020-05-10T23:32:11.735Z]>,User,,,,,,,Thu Jun 18 06:35:22 COT 2009,,,,,,http://pbs.twimg.com/profile_images/1242662367177125888/U0xOE4J3_bigger.jpg,3545,1448,santiago botero,colombia,,,
1259627319108476928,RT @Ecztik: Cuando tu Rappi es La Rosalía https://t.co/S5o1Issbdf,<[2020-05-10T23:32:15.372Z]>,Tweet,,,,,,,Sun May 10 18:32:10 COT 2020,es,FALSE,,,,,,,,,,,
@craap_,@craap_,<[2020-05-10T23:32:15.372Z]>,User,,,,,,,Thu Mar 05 19:14:55 COT 2009,,,,I came here to brain-fart,,http://pbs.twimg.com/profile_images/893266972493860865/9RRt2iBn_bigger.jpg,663,1545,PVRCV,In Limbo,,,
http://pbs.twimg.com/media/EXrEoAsX0AM8QUO.jpg,http://pbs.twimg.com/media/EXrEoAsX0AM8QUO.jpg,<[2020-05-10T23:32:15.372Z]>,Media,,,,,,,,,,,,,,,,,,,,
1259535239774441477,Cuando tu Rappi es La Rosalía https://t.co/S5o1Issbdf,<[2020-05-10T23:32:15.372Z]>,Tweet,,,,,,,Sun May 10 12:26:16 COT 2020,es,FALSE,,,,,,,,,,,
@ecztik,@ecztik,<[2020-05-10T23:32:15.372Z]>,User,,,,,,,Wed Sep 16 00:06:19 COT 2009,,,,No soy (tu) pana,,http://pbs.twimg.com/profile_images/1252016139670040581/xNiGpSlJ_bigger.jpg,894,1384,elnestor,"Cuca, România",,,
1259627337517334530,RT @judalo07: Confirmen si aún están esperando el almuerzo que pidieron por #Rappi jaja,<[2020-05-10T23:32:19.962Z]>,Tweet,,,,,,,Sun May 10 18:32:14 COT 2020,es,FALSE,,,,,,,,,,,
@pauha14,@pauha14,<[2020-05-10T23:32:19.962Z]>,User,,,,,,,Tue Sep 22 20:45:25 COT 2015,,,,Fotógrafa 📸✨🔥,,http://pbs.twimg.com/profile_images/1256798838888808449/R2dKcZ22_bigger.jpg,1567,208,Paula Hernández🇨🇴🎉,"Bogotá, D.C., Colombia",,,
1259627358287519744,"RT @Bellealouette: No entiendo, ¿Sus mamás se quedaron sin almuerzo del día de la madre porque  Rappi demoro el pedido?
¿Y todas esas recet…",<[2020-05-10T23:32:24.700Z]>,Tweet,,,,,,,Sun May 10 18:32:19 COT 2020,es,FALSE,,,,,,,,,,,
@el_inge14,@el_inge14,<[2020-05-10T23:32:24.700Z]>,User,,,,,,,Mon Jun 21 20:17:16 COT 2010,,,,"👷🏽‍♂️. Mas conocido como “el hijueputa ese”. No se ni me gusta bailar. Así las cosas, siga al fondo de medio ladito..",,http://pbs.twimg.com/profile_images/1239612245384060933/CAli43lq_bigger.jpg,378,265,👷🏽 CORONAFEO #OP10 👨‍🔧,La casa del ritmo ,,,
1259627361626193925,"RT @RomarioQR: Se entiende que tengas rabia porque tu pedido de #Rappi no llegó a tiempo, pero no puedes tratar como una basura al muchacho…",<[2020-05-10T23:32:25.513Z]>,Tweet,,,,,,,Sun May 10 18:32:20 COT 2020,es,FALSE,,,,,,,,,,,
@daviddiaz1827,@daviddiaz1827,"<[2020-05-10T23:32:25.513Z, 2020-05-10T23:38:50.423Z]>",User,,,,,,,Thu Sep 13 18:48:19 COT 2012,,,,Antropólogo- Universidad Nacional,,http://pbs.twimg.com/profile_images/1210782055958634499/ip0vThTh_bigger.jpg,276,490,Díaz David,bogota colombia,,,
1259627363853389825,"Se ven tan idiotas defendiendo a #Rappi, y también se ven tan idiotas diciendo ""cocinen"".",<[2020-05-10T23:32:26.031Z]>,Tweet,,,,,,,Sun May 10 18:32:20 COT 2020,es,FALSE,,,,,,,,,,,
@muergana_dc,@muergana_dc,"<[2020-05-10T23:32:26.031Z, 2020-05-10T23:39:59.267Z]>",User,,,,,,,Thu May 21 14:11:51 COT 2009,,,,No comprometa su integridad y/o paciencia siguiéndome.,,http://pbs.twimg.com/profile_images/584364609034964992/7lP-aWGr_bigger.jpg,313,307,MarFa,Colombia,,,
1259627373185708038,"@PabCai @pedidosya Rappi es lo mas caca en delivery, siempre buscan la forma de cagarte y de chorearte dinero. Pedidosya es la misma mierda últimamente",<[2020-05-10T23:32:32.867Z]>,Tweet,,,,,,,Sun May 10 18:32:23 COT 2020,es,FALSE,,,,,,,,,,,
@guadalupe99s,@guadalupe99s,<[2020-05-10T23:32:32.867Z]>,User,,,,,,,Sun Apr 22 15:36:32 COT 2012,,,,"Ciencias Economicas UNC // 💚🏳️‍🌈💜// good thoughts, good words, good deeds 👑",,http://pbs.twimg.com/profile_images/1181975124779655169/2Rwa96-A_bigger.jpg,107,598,guadalupe 🥀,"Córdoba, Argentina",,,
1259627392475238401,"RT @DonBarbado: Quería sorprender a mi mamá el día de hoy y gracias a #Rappi lo conseguí, quedó muy sorprendida porque no llegó el pedido y…",<[2020-05-10T23:32:32.867Z]>,Tweet,,,,,,,Sun May 10 18:32:27 COT 2020,es,FALSE,,,,,,,,,,,
1259627406765314049,RT @Lopezgrafico: Ustedes que critican tanto las relaciones tóxicas y siguen pidiendo por rappi.,<[2020-05-10T23:32:36.255Z]>,Tweet,,,,,,,Sun May 10 18:32:31 COT 2020,es,FALSE,,,,,,,,,,,
@jalehc,@jalehc,<[2020-05-10T23:32:36.255Z]>,User,,,,,,,Tue Jan 12 00:32:32 COT 2010,,,,"Comunicadora Social - Periodista. Amante del cine mudo, hincha de @MillosFCoficial y camino de la mano de Dios, junto con @CamiloPanqueva",,http://pbs.twimg.com/profile_images/1138296866456690689/m5SPH1o9_bigger.jpg,1602,568,Jen HernándezCarreño,Colombia,,,
1259596281166680064,Ustedes que critican tanto las relaciones tóxicas y siguen pidiendo por rappi.,<[2020-05-10T23:32:36.255Z]>,Tweet,,,,,,,Sun May 10 16:28:50 COT 2020,es,FALSE,,,,,,,,,,,
@lopezgrafico,@lopezgrafico,<[2020-05-10T23:32:36.255Z]>,User,,,,,,,Tue Dec 09 10:19:27 COT 2008,,,,Asesor Creativo. Salvo al mundo contando historias cuando dibujo. lopezgrafico@gmail.com http://Lopezgrafico.com.co - Las opiniones acá son personales.,,http://pbs.twimg.com/profile_images/1258488171404447745/Kv8U9Rp5_bigger.jpg,1782,7709,Lopezgrafico,Bogotá,,,
1259627433923358721,RT @Karlaarcila: No tengo idea qué restaurantes tienen servicio de domicilio propios. ¿Hacemos un hilo? Ya que #Rappi colapsó. Recomienden…,<[2020-05-10T23:32:42.801Z]>,Tweet,,,,,,,Sun May 10 18:32:37 COT 2020,es,FALSE,,,,,,,,,,,
@alfonsosolano,@alfonsosolano,<[2020-05-10T23:32:42.801Z]>,User,,,,,,,Mon Feb 15 15:42:28 COT 2010,,,,,,http://pbs.twimg.com/profile_images/378800000411634716/8e54a475c3450d15161dac01a64a9aaa_bigger.jpeg,331,296,alfonso solano,Villavicencio Meta,,,
1259627446913163266,@sicsuper,<[2020-05-10T23:32:45.982Z]>,Tweet,,,,,,,Sun May 10 18:32:40 COT 2020,und,FALSE,https://twitter.com/JCLmanrique/status/1259580922510348288,,,,,,,,,,
1259627474155188224,"#Rappi se enfrento a un cuello de botella en la capacidad de servir de los restaurantes, en la cantidad de domiciliarios activos y en el personal de atención a pqrs. Todo en un una cuarenta obligatoria, un domingo y un día de o madre. Es entendible que se presentaran problemas.",<[2020-05-10T23:32:52.426Z]>,Tweet,,,,,,,Sun May 10 18:32:47 COT 2020,es,FALSE,,,,,,,,,,,
1259627481843318785,"@MasRappi Entonces empatia, los restaurantes colapsan también hoy, Rappi sólo es el transportador de la cadena de suministro al cliente.",<[2020-05-10T23:32:54.170Z]>,Tweet,,,,,,,Sun May 10 18:32:49 COT 2020,es,FALSE,,,,,,,,,,,
1259627482321485825,@keellyrp @iFood @RappiBrasil O ruim amiga que tem alguns restaurantes  que nao tem pelo rappi hahahah ifood  ta osso haha,<[2020-05-10T23:32:54.270Z]>,Tweet,,,,,,,Sun May 10 18:32:49 COT 2020,pt,FALSE,,,,,,,,,,,
@pricilamidori,@pricilamidori,<[2020-05-10T23:32:54.270Z]>,User,,,,,,,Sat Feb 29 20:46:01 COT 2020,,,,Pri Midori,,http://pbs.twimg.com/profile_images/1233932126950764545/KG3K063B_bigger.jpg,128,16,Pricila Midori Takagi,,,,
@keellyrp,@keellyrp,<[2020-05-10T23:32:54.270Z]>,User,,,,,,,,,,,,,,,,,,,,
@ifood,@ifood,"<[2020-05-10T23:32:54.270Z, 2020-05-10T23:43:37.396Z]>",User,,,,,,,,,,,,,,,,,,,,
1259627507470536706,"Yo decidí llamar al restaurante de comida mexicana que está a dos cuadras. Buen sabor, excelente precio y llegaron a la hora pactada. 
Hay que apoyar la economía local.",<[2020-05-10T23:33:00.323Z]>,Tweet,,,Colombia,city,"Tabio, Colombia",Tabio,Sun May 10 18:32:55 COT 2020,es,FALSE,https://twitter.com/colombiasimpson/status/1259584702543015936,,,,,,,,,,
1259627548780134403,RT @ColombiaSimpson: Cuando pides domicilio al negocio de tu barrio y no por Rappi. 😌👀 https://t.co/To0sqr2O0l,<[2020-05-10T23:33:10.129Z]>,Tweet,,,,,,,Sun May 10 18:33:05 COT 2020,es,FALSE,,,,,,,,,,,
@ricardorr195,@ricardorr195,<[2020-05-10T23:33:10.129Z]>,User,,,,,,,Wed Jun 16 21:42:12 COT 2010,,,,,,http://pbs.twimg.com/profile_images/1104817574058094593/RDMq35wK_bigger.jpg,139,70,ricardo rodriguez,cali colombia,,,
1259627574117965827,"RT @bizcochoRancio7: - hijo, y el almuerzo?

- lo pedí por #Rappi... https://t.co/DsKG2Ifivl",<[2020-05-10T23:33:16.169Z]>,Tweet,,,,,,,Sun May 10 18:33:11 COT 2020,es,FALSE,,,,,,,,,,,
@activo_humano,@activo_humano,<[2020-05-10T23:33:16.169Z]>,User,,,,,,,Sun Oct 08 01:41:14 COT 2017,,,,No Binario 🚹🚺💦,,http://pbs.twimg.com/profile_images/1238914299831123969/zO9AsmLq_bigger.jpg,431,5681,Sergio Esteban 💋,"Bogotá, D.C., Colombia",,,
1259627579037945862,@sicsuper,<[2020-05-10T23:33:17.514Z]>,Tweet,,,,,,,Sun May 10 18:33:12 COT 2020,und,FALSE,https://twitter.com/paoleonv/status/1259577456832454656,,,,,,,,,,
1259577456832454656,"Cómo es posible que solicité un pedido por #rappi @RappiColombia a las 11:30AM, han pasado casi 4horas, pero según el rappitendero el restaurante nunca confirmó el pedido pero rappi sí cobró, no hay forma ni de chatear con soporte, pues desactivaron todas las funciones en la app https://t.co/FDHiFXQFM4",<[2020-05-10T23:33:17.515Z]>,Tweet,,,,,,,Sun May 10 15:14:02 COT 2020,es,FALSE,,,,,,,,,,,
@paoleonv,@paoleonv,<[2020-05-10T23:33:17.515Z]>,User,,,,,,,Tue Dec 28 11:33:48 COT 2010,,,,"Jesus' follower, graphic designer, music lover, traveler, languages lover. ✝️=💟",,http://pbs.twimg.com/profile_images/991908240597356544/IRAeYDzB_bigger.jpg,306,157,Paola León,"Bogotá, Colombia",,,
http://pbs.twimg.com/media/EXrq4IuX0AI3eHK.jpg,http://pbs.twimg.com/media/EXrq4IuX0AI3eHK.jpg,<[2020-05-10T23:33:17.515Z]>,Media,,,,,,,,,,,,,,,,,,,,
1259627582187864064,"RT @dani3lsuarez: Tenemos pedidos con mas de de una hora de preparados y nadie los recoge, no permite visualizar las ordenes, la plataforma…",<[2020-05-10T23:33:18.129Z]>,Tweet,,,,,,,Sun May 10 18:33:12 COT 2020,es,FALSE,,,,,,,,,,,
@ferneyb,@ferneyb,"<[2020-05-10T23:33:18.129Z, 2020-05-10T23:36:08.202Z]>",User,,,,,,,Sun Jun 21 21:29:20 COT 2009,,,,"Profesional en el area de alimentos, Especialista en Seguridad Alimentaria, Auditor BPM, HACCP e ISO 22000.
⛩️🚵🏌️💪",,http://pbs.twimg.com/profile_images/600050623623483392/dhvNGcDt_bigger.jpg,1378,167,FERNEY BERNAL,Colombia,,,
1259627616203673606,"RT @Fabianmendoza: Sres @FiscaliaCol aquí les dejo este  ansioso criminal, que amenaza la integridad de la vicepresidenta de la República @…",<[2020-05-10T23:33:26.300Z]>,Tweet,,,,,,,Sun May 10 18:33:21 COT 2020,es,FALSE,https://twitter.com/jrodrigoco/status/1259584211389943818,,,,,,,,,,
@remaleja,@remaleja,<[2020-05-10T23:33:26.300Z]>,User,,,,,,,Thu Sep 12 14:22:13 COT 2013,,,,,,http://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,1750,1451,maleja restrepo,,,,
https://twitter.com/jrodrigoco/status/1259584211389943818,https://twitter.com/jrodrigoco/status/1259584211389943818,"<[2020-05-10T23:33:26.301Z, 2020-05-10T23:39:13.722Z]>",Link,,,,,,,,,,,,,,,,,,,,
1259627653520404480,"RT @EstebanH_: Háblame de la crisis de domicilios hoy en Colombia con #Rappi y Uber Eats 🤯

Recomendación para la próxima pandemia: cocinar…",<[2020-05-10T23:33:35.137Z]>,Tweet,,,,,,,Sun May 10 18:33:30 COT 2020,es,FALSE,,,,,,,,,,,
@fonse_cifu,@fonse_cifu,"<[2020-05-10T23:33:35.137Z, 2020-05-10T23:33:50.912Z, 2020-05-10T23:36:30.148Z]>",User,,,,,,,Thu Aug 29 16:29:36 COT 2013,,,,The world would be a nicer place if everyone had the ability to love as unconditionally as a dog.❤️,,http://pbs.twimg.com/profile_images/880074569075351554/G5dzNvxf_bigger.jpg,144,163,Lauraaa.,,,,
1259627653574909952,RT @Citytv: Colapso de Rappi y otras plataformas en el día de las madres por exceso de pedidos. Esta es la denuncia de los usuarios -> http…,<[2020-05-10T23:33:35.187Z]>,Tweet,,,,,,,Sun May 10 18:33:30 COT 2020,es,FALSE,,,,,,,,,,,
@paolacastilloc1,@paolacastilloc1,<[2020-05-10T23:33:35.187Z]>,User,,,,,,,Fri Mar 08 09:37:51 COT 2013,,,,,,http://pbs.twimg.com/profile_images/654454465211289604/O5BCNEaV_bigger.jpg,190,63,Paola Castillo,,,,
1259627654854193159,"@ainavme Aquí en el rancho no hay rappi, hay “deli” https://t.co/ptVUD83vD4",<[2020-05-10T23:33:35.663Z]>,Tweet,,,,,,,Sun May 10 18:33:30 COT 2020,es,FALSE,,,,,,,,,,,
@sof_cerrillo,@sof_cerrillo,<[2020-05-10T23:33:35.663Z]>,User,,,,,,,Fri Aug 12 10:49:44 COT 2011,,,,Después del cáncer hay una vida 🎗 #cancersurvivor #leukemiasurvivor #bonemarrowtransplantsurvivor,,http://pbs.twimg.com/profile_images/1253185084938686464/SwVJR_jD_bigger.jpg,73,793,Sof,"Distrito Federal, México",,,
@ainavme,@ainavme,<[2020-05-10T23:33:35.663Z]>,User,,,,,,,,,,,,,,,,,,,,
